id,title,price,image,created_at
2eee24d6-140e-11ed-9227-039b05c81a00,DHC - Dầu tẩy trang Deep Cleansing Oil 70ml,299000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663077735821.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663077737447.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663151223132.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663151225497.png']",2022-08-04 22:57:47.825544
2ef095d0-140e-11ed-9227-039b05c81a00,Mona Frema_ Creamide Barrier- Extreme cream,2300000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1660668024804.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663143156004.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663143158216.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663143159745.png']",2022-08-04 22:57:47.825544
2ef306db-140e-11ed-9227-039b05c81a00,Flormar - Che khuyết điềm - Perfect Converage Liquid Concealer #20,79000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663075908118.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663075909464.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663075912627.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663163686823.png']",2022-08-04 22:57:47.825544
2ef43f63-140e-11ed-9227-039b05c81a00,Dermedic - Tẩy tế bào chết sinh học,748000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663061541572.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663061543928.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663061545337.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1663061547717.png']",2022-08-04 22:57:47.825544
2ef306dc-140e-11ed-9227-039b05c81a00,It's Skin - Mặt nạ dưỡng da The Fresh Mask Sheet Coconut,22000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662652254334.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662652256686.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662652259311.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662652263493.png']",2022-08-04 22:57:47.825544
4e9e1908-d6ae-415d-96fa-c27f257c084b,Cocoon - Pomelo Hair Tonic 140ml - Nước dưỡng tóc tinh dầu bưởi,145000,['https://cdn-images.kiotviet.vn/vbeautyls/3404605f5235472b82d53c3526616233.jpeg'],2022-11-02 14:28:52.372480
2eee4be2-140e-11ed-9227-039b05c81a00,DHC - Collagen Beauty 7000+,1200000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563156118.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563157710.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563159827.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563162662.png']",2022-08-04 22:57:47.825544
2eedfdc8-140e-11ed-9227-039b05c81a00,DHC - Thực phẩm bảo vệ sức khoẻ DHC natural Vitamin E (Soybean) 30 ngày,155000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662567550651.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662567552039.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662567554209.png']",2022-08-04 22:57:47.825544
2eedfdc2-140e-11ed-9227-039b05c81a00,DHC - Thực phẩm bảo vệ sức khoẻ HYALURONIC ACID 30 ngày,500000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562362693.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562365002.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562366522.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662562369999.png']",2022-08-04 22:57:47.825544
2eedfdc1-140e-11ed-9227-039b05c81a00,DHC - Thực phẩm bảo vệ sức khoẻ DHC Sustained Release Biotin 30 ngày - 30 viên,150000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563619255.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563621290.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563624822.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662563628510.png']",2022-08-04 22:57:47.825544
9fd86973-ad92-453f-be3f-fe7337420abb,Test sản phẩm 09,590000,['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1673526148036.png'],2023-01-12 19:22:33.059586
b6760b8f-9494-46fe-bdef-e43a6e0649ab,DHC - Thực phẩm bảo vệ sức khoẻ FORSKOHLII SOFT CAPSULE 30 ngày,650000,['https://cdn-download.kiotviet.vn/kiotvietimages/vbeautyls/d322135433e446abac00cab074fa2830.jpeg'],2022-11-02 14:41:49.058561
2eedfdc7-140e-11ed-9227-039b05c81a00,DHC - Thực phẩm bảo vệ sức khoẻ ZINC 30 ngày,100000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662558857511.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662558859654.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662558863324.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662558864799.png']",2022-08-04 22:57:47.825544
2eedfdc6-140e-11ed-9227-039b05c81a00,DHC - Thực phẩm bảo vệ sức khoẻ DHC Multi Minerals (New) 30 ngày-90 viên,180000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662560969703.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662560971814.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662560973881.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662560975387.png']",2022-08-04 22:57:47.825544
2eee24d3-140e-11ed-9227-039b05c81a00,DHC - Thực phẩm bảo vệ sức khoẻ ADLAY EXTRACT 30 ngày,245000,"['https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662566707000.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662566708666.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662566711569.png', 'https://s3-hitek.sgp1.cdn.digitaloceanspaces.com/abeauty/resized-image-1662566714407.png']",2022-08-04 22:57:47.825544
